model_key,model_id,family,size,case_id,source_case_id,api_success,relevant_message_selected,message_in_context,actions_allowed,downstream_accepted,latency_ms,input_tokens,cached_input_tokens,output_tokens,reasoning_tokens,total_tokens,attempt_count,error_type
gpt_4o_mini,gpt-4o-mini-2024-07-18,4o,mini,E04V2-GEN-032,RAG3-POS-033,True,False,True,True,True,3288.312,7365,0,290,0,7655,1,
gpt_4o_mini,gpt-4o-mini-2024-07-18,4o,mini,E04V2-GEN-033,RAG3-POS-034,True,True,True,True,True,3201.997,7281,0,290,0,7571,1,
gpt_4o_mini,gpt-4o-mini-2024-07-18,4o,mini,E04V2-GEN-034,RAG3-POS-035,True,True,True,True,True,4158.497,6693,0,284,0,6977,1,
gpt_4o_mini,gpt-4o-mini-2024-07-18,4o,mini,E04V2-GEN-035,RAG3-POS-036,True,True,True,True,True,3774.031,6561,0,298,0,6859,1,
gpt_4o_mini,gpt-4o-mini-2024-07-18,4o,mini,E04V2-GEN-036,RAG3-POS-037,True,True,True,True,True,4737.535,6215,0,298,0,6513,1,
gpt_4o_mini,gpt-4o-mini-2024-07-18,4o,mini,E04V2-GEN-037,RAG3-POS-038,True,True,True,True,False,3364.946,4779,0,177,0,4956,1,
gpt_4o_mini,gpt-4o-mini-2024-07-18,4o,mini,E04V2-GEN-038,RAG3-POS-040,True,True,True,True,True,4018.255,4851,0,285,0,5136,1,
gpt_4o_mini,gpt-4o-mini-2024-07-18,4o,mini,E04V2-GEN-039,RAG3-POS-043,True,False,True,True,True,4392.076,5843,0,294,0,6137,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-001,RAG3-POS-001,True,True,True,True,True,4430.696,6344,0,302,0,6646,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-002,RAG3-POS-002,True,True,True,True,True,4738.673,6638,0,297,0,6935,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-003,RAG3-POS-003,True,True,True,True,True,9661.99,6639,0,302,0,6941,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-004,RAG3-POS-004,True,True,True,True,True,3255.982,6470,0,297,0,6767,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-005,RAG3-POS-005,True,False,True,True,False,3995.788,6211,0,291,0,6502,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-006,RAG3-POS-006,True,True,True,True,True,3115.257,6162,0,292,0,6454,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-007,RAG3-POS-007,True,False,True,True,True,3872.496,6620,0,292,0,6912,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-008,RAG3-POS-008,True,False,True,True,True,5484.972,7237,0,295,0,7532,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-009,RAG3-POS-010,True,False,True,True,True,3034.978,6243,0,295,0,6538,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-010,RAG3-POS-011,True,False,True,True,True,2798.835,6724,0,295,0,7019,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-011,RAG3-POS-012,True,True,True,True,True,2896.308,6828,0,292,0,7120,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-012,RAG3-POS-013,True,False,True,True,True,7015.99,6410,0,294,0,6704,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-013,RAG3-POS-014,True,True,True,True,True,11656.846,6906,0,303,0,7209,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-014,RAG3-POS-015,True,False,True,True,True,2448.22,6261,0,295,0,6556,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-015,RAG3-POS-016,True,True,True,True,True,3151.902,6946,0,297,0,7243,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-016,RAG3-POS-017,True,True,True,True,True,4587.66,6398,0,289,0,6687,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-017,RAG3-POS-018,True,False,True,True,True,4084.356,6912,0,295,0,7207,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-018,RAG3-POS-019,True,True,True,True,True,2944.868,6542,0,302,0,6844,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-019,RAG3-POS-020,True,True,True,True,True,3278.448,6638,0,297,0,6935,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-020,RAG3-POS-021,True,True,True,True,True,1908.859,6638,0,297,0,6935,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-021,RAG3-POS-022,True,True,True,True,True,2672.707,7291,0,295,0,7586,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-022,RAG3-POS-023,True,False,True,True,True,4044.979,6421,0,291,0,6712,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-023,RAG3-POS-024,True,True,True,True,True,4880.639,6336,0,291,0,6627,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-024,RAG3-POS-025,True,True,True,True,True,3251.843,7018,0,256,0,7274,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-025,RAG3-POS-026,True,True,True,True,True,3105.872,7256,0,295,0,7551,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-026,RAG3-POS-027,True,False,True,True,True,2421.83,6480,0,292,0,6772,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-027,RAG3-POS-028,True,False,True,True,True,1780.316,6633,0,136,0,6769,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-028,RAG3-POS-029,True,False,True,True,True,3749.335,7069,0,291,0,7360,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-029,RAG3-POS-030,True,False,True,True,True,7274.761,7034,0,293,0,7327,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-030,RAG3-POS-031,True,True,True,True,True,2867.042,6503,0,288,0,6791,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-031,RAG3-POS-032,True,True,True,True,True,2494.275,7109,0,302,0,7411,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-032,RAG3-POS-033,True,False,True,True,True,4083.032,7365,0,295,0,7660,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-033,RAG3-POS-034,True,True,True,True,True,2738.476,7281,3968,295,0,7576,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-034,RAG3-POS-035,True,True,True,True,True,3703.415,6693,0,291,0,6984,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-035,RAG3-POS-036,True,True,True,True,True,4623.288,6561,0,299,0,6860,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-036,RAG3-POS-037,True,True,True,True,True,6298.67,6215,0,303,0,6518,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-037,RAG3-POS-038,True,True,True,True,False,1963.155,4779,0,177,0,4956,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-038,RAG3-POS-040,True,True,True,True,True,2724.214,4851,0,290,0,5141,1,
gpt_4_1_nano,gpt-4.1-nano-2025-04-14,4.1,nano,E04V2-GEN-039,RAG3-POS-043,True,False,True,True,True,3242.775,5843,0,295,0,6138,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-001,RAG3-POS-001,True,True,True,True,True,6803.896,6344,0,297,0,6641,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-002,RAG3-POS-002,True,True,True,True,True,4972.034,6638,0,297,0,6935,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-003,RAG3-POS-003,True,True,True,True,True,3886.472,6639,0,297,0,6936,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-004,RAG3-POS-004,True,True,True,True,True,3531.458,6470,0,292,0,6762,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-005,RAG3-POS-005,True,False,True,True,True,5774.07,6211,0,287,0,6498,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-006,RAG3-POS-006,True,True,True,True,True,4749.477,6162,0,287,0,6449,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-007,RAG3-POS-007,True,False,True,True,True,3626.155,6620,0,287,0,6907,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-008,RAG3-POS-008,True,True,True,True,True,4935.305,7237,0,292,0,7529,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-009,RAG3-POS-010,True,True,True,True,True,6356.961,6243,0,300,0,6543,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-010,RAG3-POS-011,True,True,True,True,True,6360.582,6724,0,287,0,7011,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-011,RAG3-POS-012,True,True,True,True,True,6040.786,6828,0,287,0,7115,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-012,RAG3-POS-013,True,True,True,True,True,3504.451,6410,0,292,0,6702,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-013,RAG3-POS-014,True,True,True,True,True,5785.954,6906,0,298,0,7204,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-014,RAG3-POS-015,True,False,True,True,True,3744.551,6261,0,292,0,6553,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-015,RAG3-POS-016,True,True,True,True,True,4701.661,6946,0,292,0,7238,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-016,RAG3-POS-017,True,True,True,True,True,5550.24,6398,0,284,0,6682,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-017,RAG3-POS-018,True,True,True,True,True,5063.103,6912,0,299,0,7211,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-018,RAG3-POS-019,True,True,True,True,True,5118.78,6542,0,297,0,6839,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-019,RAG3-POS-020,True,True,True,True,True,4816.265,6638,0,297,0,6935,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-020,RAG3-POS-021,True,True,True,True,True,3915.594,6638,0,297,0,6935,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-021,RAG3-POS-022,True,True,True,True,True,4441.701,7291,0,290,0,7581,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-022,RAG3-POS-023,True,False,True,True,True,4428.207,6421,0,287,0,6708,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-023,RAG3-POS-024,True,True,True,True,True,4964.994,6336,0,287,0,6623,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-024,RAG3-POS-025,True,True,True,True,True,3750.516,7018,0,251,0,7269,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-025,RAG3-POS-026,True,True,True,True,True,4233.712,7256,0,290,0,7546,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-026,RAG3-POS-027,True,False,True,True,True,4998.58,6480,0,288,0,6768,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-027,RAG3-POS-028,True,False,True,True,True,2861.727,6633,0,136,0,6769,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-028,RAG3-POS-029,True,False,True,True,True,5361.416,7069,0,287,0,7356,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-029,RAG3-POS-030,True,False,True,True,True,6948.944,7034,0,288,0,7322,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-030,RAG3-POS-031,True,True,True,True,True,4363.144,6503,0,288,0,6791,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-031,RAG3-POS-032,True,True,True,True,True,6704.009,7109,0,297,0,7406,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-032,RAG3-POS-033,True,False,True,True,True,4398.488,7365,0,290,0,7655,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-033,RAG3-POS-034,True,True,True,True,True,5049.711,7281,0,290,0,7571,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-034,RAG3-POS-035,True,True,True,True,True,4227.256,6693,0,284,0,6977,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-035,RAG3-POS-036,True,True,True,True,True,6078.854,6561,0,298,0,6859,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-036,RAG3-POS-037,True,True,True,True,True,8197.447,6215,0,298,0,6513,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-037,RAG3-POS-038,True,True,True,True,False,2592.743,4779,0,177,0,4956,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-038,RAG3-POS-040,True,True,True,True,True,3613.574,4851,0,285,0,5136,1,
gpt_4_1_mini,gpt-4.1-mini-2025-04-14,4.1,mini,E04V2-GEN-039,RAG3-POS-043,True,False,True,True,True,4640.096,5843,0,294,0,6137,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-001,RAG3-POS-001,True,True,True,True,True,4152.221,6344,6144,297,0,6641,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-002,RAG3-POS-002,True,True,True,True,True,2776.972,6638,0,297,0,6935,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-003,RAG3-POS-003,True,True,True,True,True,4211.688,6639,0,306,0,6945,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-004,RAG3-POS-004,True,True,True,True,True,3351.443,6470,0,301,0,6771,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-005,RAG3-POS-005,True,True,True,True,True,2299.257,6211,0,284,0,6495,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-006,RAG3-POS-006,True,True,True,True,True,2383.492,6162,0,287,0,6449,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-007,RAG3-POS-007,True,True,True,True,True,2690.472,6620,0,236,0,6856,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-008,RAG3-POS-008,True,True,True,True,True,2904.055,7237,0,292,0,7529,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-009,RAG3-POS-010,True,True,True,True,True,2903.557,6243,0,300,0,6543,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-010,RAG3-POS-011,True,True,True,True,True,2263.269,6724,0,287,0,7011,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-011,RAG3-POS-012,True,True,True,True,True,3059.013,6828,0,287,0,7115,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-012,RAG3-POS-013,True,True,True,True,True,2567.136,6410,0,301,0,6711,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-013,RAG3-POS-014,True,True,True,True,True,2875.608,6906,0,298,0,7204,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-014,RAG3-POS-015,True,False,True,True,True,2273.259,6261,0,301,0,6562,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-015,RAG3-POS-016,True,True,True,True,True,3155.602,6946,0,292,0,7238,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-016,RAG3-POS-017,True,True,True,True,True,3502.01,6398,0,284,0,6682,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-017,RAG3-POS-018,True,True,True,True,True,3412.208,6912,0,299,0,7211,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-018,RAG3-POS-019,True,True,True,True,True,2353.103,6542,0,297,0,6839,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-019,RAG3-POS-020,True,False,True,True,True,2449.89,6638,0,300,0,6938,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-020,RAG3-POS-021,True,True,True,True,True,2502.919,6638,6400,306,0,6944,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-021,RAG3-POS-022,True,True,True,True,True,2483.83,7291,0,290,0,7581,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-022,RAG3-POS-023,True,False,True,True,True,3601.704,6421,0,287,0,6708,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-023,RAG3-POS-024,True,True,True,True,True,2070.086,6336,0,287,0,6623,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-024,RAG3-POS-025,True,False,True,True,True,3411.997,7018,0,287,0,7305,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-025,RAG3-POS-026,True,True,True,True,True,2455.468,7256,0,290,0,7546,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-026,RAG3-POS-027,True,False,True,True,True,2644.782,6480,0,275,0,6755,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-027,RAG3-POS-028,True,True,True,True,True,2189.391,6633,0,300,0,6933,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-028,RAG3-POS-029,True,True,True,True,True,3223.949,7069,0,285,0,7354,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-029,RAG3-POS-030,True,True,True,True,True,3188.35,7034,0,296,0,7330,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-030,RAG3-POS-031,True,True,True,True,True,1960.415,6503,0,288,0,6791,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-031,RAG3-POS-032,True,True,True,True,True,2038.19,7109,0,297,0,7406,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-032,RAG3-POS-033,True,False,True,True,True,5540.113,7365,0,290,0,7655,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-033,RAG3-POS-034,True,True,True,True,True,2602.204,7281,0,290,0,7571,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-034,RAG3-POS-035,True,True,True,True,True,2947.015,6693,0,284,0,6977,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-035,RAG3-POS-036,True,True,True,True,True,3716.697,6561,0,298,0,6859,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-036,RAG3-POS-037,True,True,True,True,True,3484.602,6215,0,298,0,6513,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-037,RAG3-POS-038,True,True,True,True,False,2263.986,4779,0,186,0,4965,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-038,RAG3-POS-040,True,True,True,True,True,2444.536,4851,0,294,0,5145,1,
gpt_4_1_full,gpt-4.1-2025-04-14,4.1,full,E04V2-GEN-039,RAG3-POS-043,True,True,True,True,True,3113.285,5843,0,298,0,6141,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-001,RAG3-POS-001,True,True,True,True,True,3504.788,6342,0,319,0,6661,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-002,RAG3-POS-002,True,True,True,True,True,7162.112,6636,0,319,0,6955,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-003,RAG3-POS-003,True,True,True,True,True,7001.545,6637,0,320,0,6957,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-004,RAG3-POS-004,True,True,True,True,True,3640.226,6468,0,314,0,6782,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-005,RAG3-POS-005,True,False,True,True,True,3699.609,6209,0,159,0,6368,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-006,RAG3-POS-006,True,True,True,True,True,3379.537,6160,0,311,0,6471,1,
